Title	Category
Blue Raspberry	Not Dark Pattern
Your cart is reserved for 09:35 minutes.	Urgency
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!	Urgency
ONLY A FEW LEFT!	Scarcity
No thanks, I like full price	Misdirection
HIGH DEMAND	Scarcity
JFN Crew Neck Floral Vacation T-Shirt/Tee	Not Dark Pattern
ONLY A FEW LEFT	Scarcity
 Indoor Festive Lights 	Not Dark Pattern
EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.	Not Dark Pattern
 Synthesis Alloy Collection 	Not Dark Pattern
MOST POPULAR	Social Proof
We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.	Misdirection
Occasion: Anniversary	Not Dark Pattern
8 people have viewed this product today!	Social Proof
30 people have purchased this item	Social Proof
Musical Toys	Not Dark Pattern
Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago	Social Proof
Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.	Not Dark Pattern
Limited Time Offer!	Urgency
Events and Entertainment	Not Dark Pattern
About UsNews & Articles	Not Dark Pattern
Almost gone! Only 3 left In Stock	Scarcity
 Low Maintenance Plants 	Not Dark Pattern
 Men's Apparel Collection 	Not Dark Pattern
 View All Parts 	Not Dark Pattern
We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services. 	Not Dark Pattern
3 people are looking at this product	Social Proof
38 people are viewing this	Social Proof
no thanks, I don't like to save	Misdirection
00 HRS 57 MINS 56 SECS	Urgency
Shop all interactive whiteboards	Not Dark Pattern
Sign up to stay up to date on all White Cloud news and savings!	Not Dark Pattern
Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago	Social Proof
Hurry! Only 6 left in stock!	Scarcity
Only 1 Left in this Size!	Scarcity
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.	Not Dark Pattern
Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:	Not Dark Pattern
Only 7 left!	Scarcity
 Yearly 	Not Dark Pattern
 to resolve the issue, or 	Not Dark Pattern
Shop by Activity	Not Dark Pattern
 Home » 	Not Dark Pattern
Lace Front African American Wigs	Not Dark Pattern
SRX Remotes	Not Dark Pattern
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe 	Not Dark Pattern
Son in Suisun City, United States purchased Commander Lex	Social Proof
All Brands A-Z 	Not Dark Pattern
Icon MTB Socks - Black/Green	Not Dark Pattern
Focus remotes	Not Dark Pattern
3DAYS124606	Urgency
To cancel your order before it ships, call us.	Obstruction
Signup for email updates from Car and Truck Remotes!	Not Dark Pattern
Easy, awesome! ready to go. Held a charge first night	Not Dark Pattern
More than 752 users are adding shapewear to their cart. Is your size left?	Social Proof
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -	Not Dark Pattern
Flat Top	Not Dark Pattern
CPUs & Processors	Not Dark Pattern
Brand Directory 	Not Dark Pattern
No, I don't feel lucky.	Misdirection
Only 2 left in stock. Make it yours.	Scarcity
For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.	Obstruction
  	Not Dark Pattern
Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago	Social Proof
Only 1 left in stock.	Scarcity
 Candy & Snacks 	Not Dark Pattern
Only 1 left , In Stock	Scarcity
65% of our customers added Surefit protection this year.	Social Proof
50% OFF for Limited Time Only!!!	Urgency
 Active Filters English English ✘ Remove Filter 	Not Dark Pattern
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC	Urgency
Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated 	Social Proof
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW	Urgency
 MIN Twins 	Not Dark Pattern
Wedding Cross Stich & Embroidery Patterns	Not Dark Pattern
Choose Type of Cookies You Accept Using	Not Dark Pattern
 ★ ★ ★ ★ ★ 	Not Dark Pattern
10 SEATS LEFT	Scarcity
(Only 5 Left)	Scarcity
 Mixed Wine Cases 	Not Dark Pattern
Let's make sure you have everything else you need	Misdirection
80% offers claimed. Hurry up!	Scarcity
WhiteBoho Rose Comforter and Sham Set	Not Dark Pattern
Your order is reserved for 09:57 minutes!	Urgency
 ₪ ILS 	Not Dark Pattern
 Cooling & Air Treatment 	Not Dark Pattern
Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...	Not Dark Pattern
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY	Urgency
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC	Urgency
Mary Janes	Not Dark Pattern
Select Your Year	Not Dark Pattern
What treats can I use?	Not Dark Pattern
We curate the very best in creative and innovative fashion for the EDM Lifestyle. 	Not Dark Pattern
Only 20 left	Scarcity
 Terms of Service 	Not Dark Pattern
Upright Plants	Not Dark Pattern
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec	Urgency
"""Your purchase entitles you to the following special"""	Misdirection
 Brass Shankh 	Not Dark Pattern
2 people are looking right now	Social Proof
Boys Shorts	Not Dark Pattern
IN HIGH DEMAND!	Scarcity
Low Stock Only 2 left	Scarcity
Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild	Not Dark Pattern
Blankets Throws	Not Dark Pattern
Shop Disposables	Not Dark Pattern
 Free Delivery to Home & Next day delivery available to store* 	Not Dark Pattern
Limited-time Deal	Scarcity
Limited time - Free Shipping on all orders*	Urgency
Surgical & Face Masks	Not Dark Pattern
Hurry! Only 4 left in stock.	Scarcity
No thanks, I despise coupons!	Misdirection
Shop Men's Styles	Not Dark Pattern
If you are one of those constantly devoted to healthy eating, weight loss plans,..	Not Dark Pattern
JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago	Social Proof
For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!	Urgency
(5 Left)	Scarcity
 Choosing the Best Plus Size Briefs 	Not Dark Pattern
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.	Urgency
 Cable Winders 	Not Dark Pattern
TSX Remotes	Not Dark Pattern
Only 3 Left In Stock	Scarcity
Baby Bathtubs	Not Dark Pattern
Only 14 left	Scarcity
33 people are eyeing this item!	Social Proof
Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*	Misdirection
No thanks, I don't like saving money	Misdirection
Only 1 Left in Stock. Buy Soon!	Scarcity
19 people have viewed this item	Social Proof
Crossman Air Pistols	Not Dark Pattern
No Thanks, I'd Rather Pay Full Price	Misdirection
Harry Potter 	Not Dark Pattern
FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A	Not Dark Pattern
We only have 8.0000 left in Stock	Scarcity
Hurry, Sale ends in 9 Hours!	Urgency
Jewelry Care Kit	Not Dark Pattern
Give a Gift	Not Dark Pattern
 First name * 	Not Dark Pattern
166 people have added this item to cart	Social Proof
LIMITED TIME LEFT! 00 : 46 : 11	Urgency
Speak with our customer-care executive who will help you with your buying.	Not Dark Pattern
Mechanic's Wear	Not Dark Pattern
Please note: we do not ship to PO Boxes	Not Dark Pattern
Michael M. from Lacey, WA just bought a Cal King	Social Proof
Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. 	Not Dark Pattern
There are only 1 item left in stock.	Scarcity
Free Shipping*	Not Dark Pattern
Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.	Not Dark Pattern
A-Z Luxury Brands	Not Dark Pattern
ALMOST GONE - only 2 remaining!	Scarcity
Offer ends in 03 days 19 hours : 54 mins : 22 secs	Urgency
Over 200 views in 24 hrs	Social Proof
Hurry, only 302 left.	Scarcity
Shotgun Bore Mops	Not Dark Pattern
POPULAR 64 others checked this out in the last few hours.	Social Proof
ONLY 5 LEFT IN STOCK	Scarcity
No thanks, I hate saving money	Misdirection
Moroccan Rugs	Not Dark Pattern
ONLY AVAILABLE FOR A LIMITED TIME	Urgency
 Sprouting 	Not Dark Pattern
Help us #savethefishies.	Not Dark Pattern
5 items left	Scarcity
This product was viewed 26 seconds ago by someone from Princeton	Social Proof
ONLY 1 ITEM LEFT!	Scarcity
ONLY 11 LEFT	Scarcity
Only a few left of this product!	Scarcity
JFN Scallop V Neck Solid Casual T-Shirt/Tee	Not Dark Pattern
Purchased 6 times this week.	Social Proof
Crochet Baby Patterns	Not Dark Pattern
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog	Not Dark Pattern
 Home / Black Tapered Belted Cigarette Trousers - Myasia 	Not Dark Pattern
Only 4 left at this price	Scarcity
Once a celebrated author of short stories now in his twilight years, 	Not Dark Pattern
Recent Searches	Not Dark Pattern
 Brand case & cloth included 	Not Dark Pattern
Hair Color + Highlights	Not Dark Pattern
We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!	Not Dark Pattern
Only 2 left, order soon	Scarcity
 Food 	Not Dark Pattern
MORE WAYS TO SHOP	Not Dark Pattern
Your shopping cart is empty.	Not Dark Pattern
Coin Necklace 	Not Dark Pattern
Mallet E Speed Lace - Black/Silver	Not Dark Pattern
Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now	Social Proof
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).	Obstruction
Items in your cart are in VERY high-demand.	Scarcity
Sign up to our mailing list here and be the first to know about exclusive offers and events	Not Dark Pattern
Items in your cart are selling fast	Scarcity
No thanks, I don't like winning.	Misdirection
Laundry Care	Not Dark Pattern
Low in stock: only 2 left.	Scarcity
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC	Urgency
Order soon, only 1 left!	Scarcity
This campaign was taken down for content reasons	Not Dark Pattern
Hurry, only 2 left in stock!	Scarcity
AdjustableSnapbacksSale Items- View All -	Not Dark Pattern
ONLY 5 LEFT IN STOCK!	Scarcity
Over 238 people have bought this product	Social Proof
Order in 13:16 to get $200 off your mattress	Urgency
 Bob Ross Oil Brushes 	Not Dark Pattern
No Thanks, I'd rather pay full price	Misdirection
Terra - Medium Brown	Not Dark Pattern
Warning: Last items in stock!	Scarcity
Work With More Buyers And Sellers?	Not Dark Pattern
 Lighting	Not Dark Pattern
 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse 	Not Dark Pattern
39 recently purchased it	Social Proof
Limited Time Offer: 10% Off your first order!	Urgency
Computer Accessories	Not Dark Pattern
Aromatherapy 	Not Dark Pattern
A Ritual of Light	Not Dark Pattern
Hurry only 2 left	Scarcity
21 people looked at this during the last 24 hours	Social Proof
Black Jeans	Not Dark Pattern
Build your own powerful multi-vendor marketplace website	Not Dark Pattern
Items in your cart are in high demand, but we have reserved your order.	Scarcity
167 piece(s) left for this promo	Scarcity
No Thanks, I don't like free stuff.	Misdirection
Only 32 left in stock	Scarcity
Less than 10 left!	Scarcity
CUSTOMER SERVICE	Not Dark Pattern
Hurry! Sale ends in:	Urgency
NRA Firearms For Freedom	Not Dark Pattern
Low in stock	Scarcity
Availability: Only 1 Left	Scarcity
 Printed Long Sleeves Casual Blouse For Women 	Not Dark Pattern
Straight Hair Extensions	Not Dark Pattern
Radio and GPS Pouches	Not Dark Pattern
Only 3 left!	Scarcity
Only 4 unit(s) available!	Scarcity
Anniversary Gifts by Year	Not Dark Pattern
All Scrapbooking Supplies	Not Dark Pattern
No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.	Misdirection
 New In	Not Dark Pattern
146 people recently purchased this.	Social Proof
Only 25 Deals left	Scarcity
HOW TO MANAGE SIDE EFFECTS	Not Dark Pattern
Website Accessibility	Not Dark Pattern
 Item added to cart. View cart and check out. Close 	Not Dark Pattern
Heat Mats & Strips	Not Dark Pattern
HURRY! YOUR 10% OFF EXPIRES IN 29:43	Urgency
3 people bought this item last week.	Social Proof
 Share on Pinterest 	Not Dark Pattern
Only 8 left in stock	Scarcity
Hurry! This special sale ends in 2h 42m 0s	Urgency
Hype. Home	Not Dark Pattern
VIP OFFERS END 00:54:59	Urgency
Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)	Not Dark Pattern
This is how you can reject or delete your cookies	Not Dark Pattern
Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress	Not Dark Pattern
 Email Address 	Not Dark Pattern
Your cart is reserved for 14:57 minutes!	Urgency
No thanks, I don't want any deals	Misdirection
Toddler Boy Underwear and Undershirts	Not Dark Pattern
Collegiate Shooting Programs	Not Dark Pattern
ONLY 1 ITEM LEFT	Scarcity
01 Hours 37 Minutes 48 Seconds 1/10s	Urgency
 Supporting All Artists Create because you can 	Not Dark Pattern
HomeFlowersColourful Mixed Roses Bouquet	Not Dark Pattern
Send as giftexpand_more	Not Dark Pattern
Delivery & Returns	Not Dark Pattern
Only: 9 in stock now	Scarcity
Only 3 left , In Stock	Scarcity
Livefood Subscription	Not Dark Pattern
Grocery & Liquor	Not Dark Pattern
 For Wife 	Not Dark Pattern
UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS	Urgency
Great for keeping track of your pup while at work	Not Dark Pattern
 Subscribe 	Not Dark Pattern
Powered by	Not Dark Pattern
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -	Not Dark Pattern
Hurry, Only a few left!	Scarcity
 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit 	Not Dark Pattern
ONLY 1 LEFT IN THIS SIZE	Scarcity
Looking for your order history?	Not Dark Pattern
Only 82 left in stock!	Scarcity
Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here. 	Not Dark Pattern
Traditional Snacks	Not Dark Pattern
 Travel Accessories 	Not Dark Pattern
eWriters & Graphics Tablets	Not Dark Pattern
 EU Delivery & Returns 	Not Dark Pattern
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW	Urgency
Your order will be reserved for 6:56 minutes.	Urgency
LESS THAN 8 LEFT IN STOCK!	Scarcity
 United States 	Not Dark Pattern
Limited Time Sale - Buy Now!	Urgency
 Mobile Terms of Use 	Not Dark Pattern
 ALL SALE 	Not Dark Pattern
MyStore	Not Dark Pattern
JUST 1 LEFT!	Scarcity
Don't snooze, only 1 left	Scarcity
I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.	Forced Action
Don't miss out, only 2 left in stock	Scarcity
Someone from Rochedale, Queensland, Australia started buying this!	Social Proof
 Please click 	Not Dark Pattern
 Box Springs & Foundations	Not Dark Pattern
Countdown	Not Dark Pattern
Men's Pullover Sweaters	Not Dark Pattern
 Tony Bianco 	Not Dark Pattern
 LOGO BLACK 	Not Dark Pattern
Everything was perfect. The delivery was very smooth and the products were in great condition as well.	Not Dark Pattern
 Face Masks	Not Dark Pattern
LIMITED TIME OFFER!	Urgency
Low In Stock Today	Scarcity
Lenscap: Damage Only	Misdirection
With 1-year Care Subscription 10 days history	Misdirection
About Ruth Hogan	Not Dark Pattern
Don't miss out on this item! There is only 1 left in stock.	Scarcity
NO, THANKS. I DON'T LIKE DISCOUNTS 	Misdirection
No thanks, I'd rather pay full price.	Misdirection
Wait! Take 10% off Your First Order Deal Expires Soon!	Urgency
Diamond Nose Studs	Not Dark Pattern
Perhaps you could...	Not Dark Pattern
CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!	Obstruction
Limited Time Only! 20% Off	Urgency
Hurry, only 2 left in stock	Scarcity
 Casual V-Neck Sleeveless T-Shirt 	Not Dark Pattern
 Businesses in the EU buying from a business in the same country are also charged VAT.	Not Dark Pattern
Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now	Social Proof
Hurry only 8 items left!	Scarcity
 Shop 	Not Dark Pattern
Someone in United States just purchased a	Social Proof
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!	Urgency
 Rechargeable 	Not Dark Pattern
 Redeem Gift Certificates 	Not Dark Pattern
Hurry! 1 items left!	Scarcity
Muc-Off	Not Dark Pattern
Frequently Asked Questions	Not Dark Pattern
We value your input. Share your review so everyone else can enjoy it too.	Not Dark Pattern
Someone in Byron Bay, NSW just bought	Social Proof
Last 1 left	Scarcity
Limited quantity available	Scarcity
 ॐ Welcome to Devshoppe Sign In or Create an Account 	Not Dark Pattern
Code of Conduct	Not Dark Pattern
Macro Focussing Rails	Not Dark Pattern
Tactical Rifles	Not Dark Pattern
Bottoms Deals	Not Dark Pattern
Checkout within 04:10 so we don't run out of stock!	Urgency
3,081 people have viewed this item	Social Proof
 Champagne Taittinger 	Not Dark Pattern
Hurry! Only 7 left	Scarcity
19,302 people have added this item to cart	Social Proof
We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.	Obstruction
Howdy stranger, looks like your trail has hit a dead end.	Not Dark Pattern
 Maker Faire News 	Not Dark Pattern
31 people seeing this product right now	Social Proof
3 other people are currently viewing this item.	Social Proof
Favored By: 400 people!	Social Proof
 All Shoes 	Not Dark Pattern
 What's New New arrivals daily 	Not Dark Pattern
143 BOUGHT	Social Proof
WARNING! Only 5 left in stock!	Scarcity
No thanks, I've got too much cool Glock stuff!	Misdirection
43 added to bag in the last 48hrs	Social Proof
67% offers claimed. Hurry up!	Scarcity
Party & Birthday Novelties	Not Dark Pattern
 Temple Locks 	Not Dark Pattern
Sara from Philadelphia just saved $68 on her order.	Social Proof
17 people have viewed this wine today	Social Proof
 Data Processor: Amobee 	Not Dark Pattern
new merch coming soon	Not Dark Pattern
Prices subject to change without notice. Products shown may not be available in our stores.	Not Dark Pattern
Add your favourites to cart	Not Dark Pattern
Free Shipping On Orders Over $49* - Limited Time Only	Urgency
Someone in DOVER, United States just bought Crew 15 mins ago	Social Proof
 Payment Methods 	Not Dark Pattern
 Also notify me about New Arrivals! 	Not Dark Pattern
POSTED BY @missladywoolf#motoin	Not Dark Pattern
 All Personalised Gifts 	Not Dark Pattern
HURRY! ONLY 19 LEFT IN STOCK.	Scarcity
Massive Tax Time Sale See Discounts! Sale ends in	Urgency
Special sale ends in	Urgency
By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. 	Not Dark Pattern
Sorry! This product is no longer available	Not Dark Pattern
Brand: Ray-Ban® | Similar products from Ray-Ban®	Not Dark Pattern
No thanks, free stuff isn't for me.	Misdirection
Only 2 Left	Scarcity
 Colored Contact Lenses 	Not Dark Pattern
Israël in Metz, France purchased a More ADVANCED Chord Substitutions	Social Proof
In stock | 44 left	Scarcity
only 7 pieces left	Scarcity
Download Now	Not Dark Pattern
Beach Towels & Mats	Not Dark Pattern
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds	Urgency
Hurry, limited quantities left!	Scarcity
Light Works	Not Dark Pattern
Both of these jerseys are awesome, I couldn’t have asked for better quality.	Not Dark Pattern
Only 14 left!	Scarcity
NO THANKS, I DON'T WANT 20% OFF MY ORDER	Misdirection
I already have this item. Do not add this to cart	Misdirection
Security Cameras	Not Dark Pattern
Cross Body	Not Dark Pattern
 -- Preeti Shenoy, author of THE RULE BREAKERS	Not Dark Pattern
Royal Python Vivariums	Not Dark Pattern
Stone Island Junior	Not Dark Pattern
ONLY 1 LEFT!	Scarcity
 Sustainably made	Not Dark Pattern
Bob's For Business	Not Dark Pattern
"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box."	Misdirection
Boys Green School Uniforms	Not Dark Pattern
 Show Password 	Not Dark Pattern
Pay Securely with Trespass	Not Dark Pattern
Limited Stock!	Scarcity
 adidas Originals Stan Smith 	Not Dark Pattern
LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE	Urgency
 Functional Marketing Cookies	Not Dark Pattern
Limited Time Offers	Urgency
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago	Social Proof
436 users are currently active on our website Just now	Social Proof
Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.	Obstruction
Sale Coats and Jackets	Not Dark Pattern
Shop By Brands	Not Dark Pattern
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!	Misdirection
ROAD CLOTHING	Not Dark Pattern
No thanks, I don't want to build one.. I'd rather kick rocks!	Misdirection
 Menstrual Products 	Not Dark Pattern
4 SEATS LEFT	Scarcity
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago	Social Proof
Shoes & Clothing	Not Dark Pattern
Imported	Not Dark Pattern
Will sell out fast!	Scarcity
Get it fast! 14 added to bag today	Social Proof
Herbaceous oil rich in anti-aging polyphenols.	Not Dark Pattern
HURRY! LESS THAN 129 LEFT.	Scarcity
Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash	Social Proof
Only 3 left in stock	Scarcity
We only have 5 left!	Scarcity
Nah, I like paying full price	Misdirection
2 people have looked at this in the last couple of hrs.	Social Proof
Real time 30 Visitor right now	Social Proof
Drawstring Backpacks	Not Dark Pattern
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!	Scarcity
No thanks, I don't like getting free stuff.	Misdirection
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS	Social Proof
HURRY! ONLY 2 LEFT!	Scarcity
Less than 7 left!	Scarcity
BOTTLES LEFT 3	Scarcity
Items reserved for 15:00	Urgency
ONLY 4 LEFT!	Scarcity
-90% discount if you order within 9:55:44	Urgency
 Latest looks from Myleene Klass Shop now 	Not Dark Pattern
Only 9 left in stock	Scarcity
ADD FOR BETTER RESULTS	Misdirection
 Affiliate 	Not Dark Pattern
Auto Delivery Program	Not Dark Pattern
Save $148.98AUD – 49% Off	Misdirection
Low Stock – Selling Fast	Scarcity
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY	Social Proof
Only 6 left	Scarcity
Pro Boost Treatments	Not Dark Pattern
Baby Nursing & Feeding	Not Dark Pattern
4 bought in the last 24 hours.	Social Proof
We're offline	Not Dark Pattern
12 customers viewed this product today!	Social Proof
 Gemstone softwares 	Not Dark Pattern
Graphic Tanks	Not Dark Pattern
LOW STOCK (ONLY 10 LEFT!)	Scarcity
JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago	Social Proof
 V-neck Printed Loose Short-sleeved T-shirt 	Not Dark Pattern
Limited Time Only · Online Only	Urgency
 Teething Remedies 	Not Dark Pattern
Partnerships	Not Dark Pattern
Accord remotes	Not Dark Pattern
72 Viewing This Product	Social Proof
Something went wrong. Please try again	Not Dark Pattern
 Coloured Pencils 	Not Dark Pattern
Only 1 left in stock!	Scarcity
Only 9 units left in stock online.	Scarcity
Feeding Nightwear	Not Dark Pattern
 Gift Card FAQs 	Not Dark Pattern
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago	Social Proof
Ducted Vacuum Cleaners	Not Dark Pattern
Work Solid Simple Crew Neck Half Sleeve Top	Not Dark Pattern
No thank you, I prefer to pay for shipping.	Misdirection
White Plus Size Clothing	Not Dark Pattern
No thanks, I don't like exclusive offers	Misdirection
273 units sold in the last 30 days	Social Proof
No thanks, I'll just pay full price.	Misdirection
No, I'd rather do it the hard way...	Misdirection
User interface customization persistent cookies are used to store a user’s preference regarding a service. Please note that these cookies are exempt from consent.	Not Dark Pattern
After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.	Not Dark Pattern
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!	Misdirection
Other 2 customers have it in their cart.	Social Proof
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching	Not Dark Pattern
White Camo Windbreaker - Rock N' Roll	Not Dark Pattern
xB Remotes	Not Dark Pattern
 Football Boots 	Not Dark Pattern
Selling fast! Add to bag 7 times in the last 48 hours.	Social Proof
Only 2 items left	Scarcity
Marc in Newton, United States purchasedKTM Stand Plate Large KTM...	Social Proof
Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now	Social Proof
Lifestyle / Music	Not Dark Pattern
Only 1 unit left in stock	Scarcity
LOW IN STOCK!! GET YOURS NOW	Scarcity
